?Threat Description,Malware
"Brian Krebs reports: It?s notable whenever cybercime spills over into real-world, physical attacks. This is the story of a Russian security firm whose operationsÿwere pelted with Molotov cocktail attacks after exposingÿan organized crime gang that developedÿand soldÿmalicious software to steal cash from ATMs. Read more on KrebsOnSecurity.com.",IdentityThreat
"Dean Beeby reports: Canada Revenue Agency workers continue to poke into the confidential tax files of friends and foes, despite assurances to Canada&#8217;s privacy commissioner that the chronic problem of unauthorized access is being fixed. The 34 significant privacy breaches reported by the CRA to the commissioner in 2014 show all but two were deliberately <a href='https://www.databreaches.net/ca-tax-workers-continue-to-peek-at-forbidden-files-internal-reports/' class='excerpt-more'>[...]</a>",InsiderThreat
"Ryan M. Martinÿof Winston &#38; Strawn LLP writes: The U.S. District Court for the Southern District of Illinois recentlyÿdeniedÿthe retail grocery chain Schnuck Markets? motion to dismiss various claims arising from a December 2012 data breach in which hackers gained access to Schnucks? credit/debit card processing systems. By mid-March 2013, both customers? banks and Schnucks? <a href='https://www.databreaches.net/court-denies-schnuck-markets-motion-to-dismiss-claims-arising-out-of-point-of-sale-data-breach/' class='excerpt-more'>[...]</a>",IdentityThreat
Benjamin Krause writes: VA OIG just reported thatÿPalo Alto VA Health Care Systemÿunlawfully gave patient data to a private IT company despite employees not having cleared background checks. The watchdog investigated allegations that the Palo Alto VA informatics chief entered into an illegal agreement with a health care company called Kyron. VA OIG confirmed allegations <a href='https://www.databreaches.net/major-patient-privacy-breach-alleged-at-palo-alto-va/' class='excerpt-more'>[...]</a>,IdentityThreat
Les Leyne writes: Lovely to see how the latest data-privacy breach moved from a dramatic crisis to light entertainment in the space of a week. The news that the Education Ministry had misplaced a data drive packed with sensitive information about school kids was treated like an Amber Alert when the government ?fessed up to <a href='https://www.databreaches.net/ca-data-breach-turns-into-mla-laugh-fest/' class='excerpt-more'>[...]</a>,InsiderThreat
"HaveIBeenPwned.com reports: In October 2015, the torrent siteÿMac-Torrentsÿwas hacked and almost 94k usernames, email addresses and passwords were leaked. The passwords were hashed with MD5 and no salt. Compromised data:ÿEmail addresses, Passwords, Usernames",InsiderThreat
"Ben Ellery and Jaber Mohamed report: Criminals are selling the private details of thousands of British consumers online as a result of the TalkTalk hacking scandal ? and dozens more major companies are affected, The Mail on Sunday can reveal. Confidential information including names, addresses, mobile phone numbers and bank details of TalkTalk customers are <a href='https://www.databreaches.net/hackers-hit-14-new-firms-including-vodafone-and-sell-your-details-on-dark-web-as-major-probe-is-launched-by-britains-fbi/' class='excerpt-more'>[...]</a>",IdentityThreat
"From TalkTalk, yesterday: Since the cyber attack on our website on Wednesday 21st October 2015, we have been working to establish what happened and, importantly, understand the extent of any individual customer data stolen during this attack. In light of the potential scale of attack, our responsibility last week was to inform all customers as <a href='https://www.databreaches.net/uk-talktalk-update-on-breach-lowers-estimate-of-number-impacted/' class='excerpt-more'>[...]</a>",IdentityThreat
Levi Winchester and Nick Gutteridge report that a 20-year old man from Staffordshire has become the third person arrested in connection to the TalkTalk breach. It&#8217;s not clear from the reporting whether either or both of the two teens previously arrested provided information to the Metropolitan Police that led to this arrest. Read more on <a href='https://www.databreaches.net/third-arrest-in-talktalk-data-breach/' class='excerpt-more'>[...]</a>,IdentityThreat
"From Belfast Telegraph: Nearly 2,000 Vodafone customers are &#8220;open to fraud&#8221; after hackers accessed their personal details, the company has revealed. The mobile phone giant said 1,827 accounts had been breached, potentially providing criminals with customers&#8217; names, mobile numbers, bank sort codes and the last four digits of their bank accounts. Read more on Belfast <a href='https://www.databreaches.net/nearly-2000-vodafone-customers-open-to-fraud-after-data-breach/' class='excerpt-more'>[...]</a>",InsiderThreat
"Simon Parkin writes: The portrait of the hacker as an antisocial, lonesome deviant is pervasive and seemingly indelible. This week, for example, the British tabloids rounded onÿa child who has been arrestedÿin connection with the hacking of telecommunications provider TalkTalk?s porous servers in order to access customers? personal data. The Daily Mail?s front page referred <a href='https://www.databreaches.net/ghosts-in-the-machine-the-real-hackers-hiding-behind-the-cliches-of-talktalk-and-mr-robot/' class='excerpt-more'>[...]</a>",IdentityThreat
"Yesterday, and as previously noted on this site, 173,891 breached accounts from PHP Freaks forum were dumped. Last night, @Cyber_War_News tweeted that approximately 1 million accounts from the 000webhosting hack had shown up on the dark web. It&#8217;s a reasonable bet that the 12+million other accounts will also show up. This morning, @haveibeenpwned tweetedÿthatÿ620,677 accounts <a href='https://www.databreaches.net/data-data-everywhere/' class='excerpt-more'>[...]</a>",InsiderThreat
"Swati Khandelwal writes: The infamous Italy-based spyware company that had more than 400 GB of its confidential information stolen earlier this year, has resumed its operations and started pitching new hacking tools to help US law enforcement gets around their encryption issues. Yes, Hacking Team is back with a new set of Encryption Cracking Tools <a href='https://www.databreaches.net/hacking-team-offering-encryption-cracking-tools-to-law-enforcement-agencies/' class='excerpt-more'>[...]</a>",IdentityThreat
"Earlier today, I posted an item and commentary about a breach affecting veterans in Wisconsin. Adam Schrager&#8217;s report indicated that there were recurring problems and that the VA knew about these problemsÿbutÿhasÿnot addressed themÿto prevent recurrences. ÿOne of the problems involves the VA&#8217;s software not flagging SSN that are unhyphenated for mandatory encryption. The VA <a href='https://www.databreaches.net/wisconsin-senators-want-answers-from-the-va-about-repeated-breaches/' class='excerpt-more'>[...]</a>",IdentityThreat
"If you don&#8217;t bother to read the TOS and policies before you sign up for a site, you may find that there is no way out. Today&#8217;s example from PHP Freaks Forum: It has come to our attention that someone managed to get their hands on a database dump of the phpfreaks members table used <a href='https://www.databreaches.net/php-freaks-forum-database-hacked/' class='excerpt-more'>[...]</a>",IdentityThreat
"Issued by VTECH today: VTech Holdings Limited noted that an unauthorized party accessed VTech customer data housed on our Learning Lodge app store database on 14 November 2015. Learning Lodge allows our customers to download apps, learning games, e-books and other educational content to their VTech products. Upon discovering the unauthorized access on 24 November <a href='https://www.databreaches.net/data-breach-on-vtech-learning-lodge-update/' class='excerpt-more'>[...]</a>",InsiderThreat
